Tourist Attraction,Restaurant Name,Restaurant Link,Address,Restaurant Website,Hotline,Email,Ranking,Opening and Closing hours,Rating,Food Rating,Service Rating,Value Rating,Atmosphere Rating,Reviewers,Description,Min Price,Max Price,Cuisines,Meal,Special Diets,Features,Image URL
Hải Phòng,Zan Izakaya,https://www.tripadvisor.com/Restaurant_Review-g303944-d26768358-Reviews-Zan_Izakaya-Hai_Phong.html,"BH 3.29, Vinhomes imperia, Hồng Bàng, Hải Phòng, Hai Phong Vietnam",nan,+84 93 824 46 33,zanizakaya.haiphong@gmail.com,#116 of 257 Restaurants in Hai Phong,"Sun: 9:30 AM - 2:00 PM5:00 PM - 9:00 PM, Mon: 9:30 AM - 2:00 PM5:00 PM - 9:00 PM, Tue: 9:30 AM - 2:00 PM5:00 PM - 9:00 PM, Wed: 9:30 AM - 2:00 PM5:00 PM - 9:00 PM, Thu: 9:30 AM - 2:00 PM5:00 PM - 9:00 PM, Fri: 9:30 AM - 2:00 PM5:00 PM - 9:00 PM, Sat: 9:30 AM - 2:00 PM5:00 PM - 9:00 PM",5.0,nan,nan,nan,nan,1 review,"Japanese-style restaurant serving Sashimi dishes, grilled dishes, rice sets and alcoholic drinks. Suitable for gatherings with friends, colleagues, and family.",nan,nan,nan,"Lunch, Dinner, Brunch, Drinks",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a9/1f/76/pictures-of-zan-izakaya.jpg?w=900&h=500&s=1
Hải Phòng,Chie Japanese Restaurant,https://www.tripadvisor.com/Restaurant_Review-g303944-d8627408-Reviews-Chie_Japanese_Restaurant-Hai_Phong.html,"38 Hoang Van Thu, Hai Phong 35000 Vietnam",https://www.facebook.com/CHIE-Japanese-Restaurant-675339862574319/timeline/,+84 31 3821 018,nan,#167 of 257 Restaurants in Hai Phong,nan,3.0,nan,nan,nan,nan,7 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/f1/91/2b/chie-japanese-restaurant.jpg?w=800&h=400&s=1
Hải Phòng,Texgrill Văn Cao,https://www.tripadvisor.com/Restaurant_Review-g303944-d27702607-Reviews-Texgrill_Van_Cao-Hai_Phong.html,"111C P. Văn Cao Đằng Giang, Ngô Quyền, Hai Phong Vietnam",https://texgrill.vn/,+84 90 423 40 08,sales@3ae.vn,nan,"Sun: 8:30 AM - 10:30 PM, Mon: 8:30 AM - 10:30 PM, Tue: 8:30 AM - 10:30 PM, Wed: 8:30 AM - 10:30 PM, Thu: 8:30 AM - 10:30 PM, Fri: 8:30 AM - 10:30 PM, Sat: 8:30 AM - 10:30 PM",nan,nan,nan,nan,nan,nan,"Just as promised, you don't need to take a long flight to still be able to come to the magnificent land of Europe. A miniature Europe right in the heart of Hai Phong city is presented with classic architecture and traditional brown-red tones, exuding sophistication that attracts diners at first sight. In each space, you can clearly feel the European architectural style. It is a bar with the finest bottles of wine in the world; It is a menu system designed to be both unique and strange for those who want to discover the ""unmistakable European standard"" flavors of wonderfully attractive dishes. In addition to bringing to Vietnam the unique features of European cuisine, Texgrill is also an ideal destination for extremely romantic parties for couples, birthday parties, festivals, and holidays for families. family, colleagues, friends, a place of communication for domestic and foreign guests... with professional and thoughtful service.",2.0,40.0,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks",nan,"Delivery, Takeout, Reservations, Buffet, Seating, Street Parking, Valet Parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Family style",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f7/bf/4b/the-interesting-thing.jpg?w=900&h=500&s=1
Hải Phòng,Luka's Cafe,https://www.tripadvisor.com/Restaurant_Review-g303944-d23436995-Reviews-Luka_s_Cafe-Hai_Phong.html,"Minh Khai 18b, Hai Phong 180000 Vietnam",http://lukascafe.com,+84 868 999 756,chienkulboy@gmail.com,#130 of 257 Restaurants in Hai Phong,"Sun: 7:00 AM - 11:00 PM, Mon: 7:00 AM - 11:00 PM, Tue: 7:00 AM - 11:00 PM, Wed: 7:00 AM - 11:00 PM, Thu: 7:00 AM - 11:00 PM, Fri: 7:00 AM - 11:00 PM, Sat: 7:00 AM - 11:00 PM",5.0,nan,nan,nan,nan,1 review,Luka’s Cafe - cà phê pha máy chất lượng cao,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,"Delivery, Takeout, Outdoor Seating, Seating, Digital Payments, Cash Only, Free Wifi, Non-smoking restaurants",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/16/e8/06/quan-co-ca-phe-r-t-ngon.jpg?w=900&h=500&s=1
Hải Phòng,Romantic Restaurant,https://www.tripadvisor.com/Restaurant_Review-g737051-d18970345-Reviews-Romantic_Restaurant-Cat_Ba_Hai_Phong.html,"229 Cai Beo, Hai Phong, Cat Ba Vietnam",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Our restaurant is located next to Cai Beo port, with spacious space, beautiful views of Lan Ha Bay. Serving local specialties, Seafood, BBQ, European dishes and drinks. In addition, guests can play guitar, billiard completely free",0.0,80.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/3f/b4/bb/getlstd-property-photo.jpg?w=900&h=500&s=1
Hải Phòng,Hp3 Seafood Buffet,https://www.tripadvisor.com/Restaurant_Review-g303944-d20936213-Reviews-Hp3_Seafood_Buffet-Hai_Phong.html,"97 Bạch Đằng Tầng 2, Hai Phong 180000 Vietnam",nan,+84 225 3668 166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,Nha Hang Ngoc Suong,https://www.tripadvisor.com/Restaurant_Review-g303944-d17591871-Reviews-Nha_Hang_Ngoc_Suong-Hai_Phong.html,"40 Le Dai Hanh Hong Bang, Hai Phong Vietnam",nan,+84 225 2646 248,nan,#162 of 257 Restaurants in Hai Phong,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,Nha Hang Be Noi Trang Nhung,https://www.tripadvisor.com/Restaurant_Review-g737051-d2651659-Reviews-Nha_Hang_Be_Noi_Trang_Nhung-Cat_Ba_Hai_Phong.html,"Trung Tam San Khau Cat Ba, 50m from the Land, Hai Phong, Cat Ba 180000 Vietnam",nan,+84 225 2216 988,nan,#55 of 67 Restaurants in Cat Ba,nan,1.5,nan,nan,nan,nan,22 reviews,nan,nan,nan,nan,nan,nan,"Seating, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/5d/e3/18/photo2jpg.jpg?w=900&h=500&s=1
Hải Phòng,Quan Cha Nem Nga,https://www.tripadvisor.com/Restaurant_Review-g303944-d11669880-Reviews-Quan_Cha_Nem_Nga-Hai_Phong.html,"92 Tran Nhat Duat Ngo Quyen District, Hai Phong Vietnam",nan,+84 90 464 93 64,nan,#162 of 257 Restaurants in Hai Phong,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,Jade's Cafe,https://www.tripadvisor.com/Restaurant_Review-g737051-d27729037-Reviews-Jade_s_Cafe-Cat_Ba_Hai_Phong.html,"Viet Hai Village,, Hai Phong, Cat Ba Vietnam",nan,nan,nan,#45 of 67 Restaurants in Cat Ba,nan,5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,Chicken House,https://www.tripadvisor.com/Restaurant_Review-g303944-d17386319-Reviews-Chicken_House-Hai_Phong.html,"22F Minh Khai & 116 Van cao & 386 To Hieu Hong Bang, Hai Phong 180000 Vietnam",http://3ae.vn/vn/logo/com-ga-singapore-330,+84 225 3515 228,info@3ae.vn,#170 of 257 Restaurants in Hai Phong,"Sun: 10:00 AM - 10:00 PM, Mon: 10:00 AM - 10:00 PM, Tue: 10:00 AM - 10:00 PM, Wed: 10:00 AM - 10:00 PM, Thu: 10:00 AM - 10:00 PM, Fri: 10:00 AM - 10:00 PM, Sat: 10:00 AM - 10:00 PM",3.0,nan,nan,nan,nan,1 review,"Chicken house Singapore is the most famous restaurant in Hai Phong which is major in fresh chicken and other delicious food. It is a chain of 3aegroup that own many branches : Texas BBQ, HP3 BBQ, Home cook...",4.0,7.0,nan,"Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/fa/98/be/chicken-house.jpg?w=900&h=500&s=1
Hải Phòng,Bread More,https://www.tripadvisor.com/Restaurant_Review-g303944-d12847259-Reviews-Bread_More-Hai_Phong.html,"2 Hang Kenh, Hai Phong Vietnam",http://www.facebook.com/banhmi.breadmore,0313.611.222,nan,#134 of 257 Restaurants in Hai Phong,"Sun: 8:00 AM - 10:00 PM, Mon: 8:00 AM - 10:00 PM, Tue: 8:00 AM - 10:00 PM, Wed: 8:00 AM - 10:00 PM, Thu: 8:00 AM - 10:00 PM, Fri: 8:00 AM - 10:00 PM, Sat: 8:00 AM - 10:00 PM",4.5,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/71/f4/fc/ba-nh-mi-ho-i-an-bread.jpg?w=900&h=-1&s=1
Hải Phòng,Napoli Pizza Hải Phòng,https://www.tripadvisor.com/Restaurant_Review-g303944-d23579099-Reviews-Napoli_Pizza_H_i_Phong-Hai_Phong.html,"313 Đường Đằng hải Quận Hải An, Hai Phong 04000 Vietnam",http://napoli-pizza-hai-phong.business.site/?utm_source=gmb&utm_medium=referral,+84 70 7468 888,napolipizzahp@gmail.com,nan,"Sun: 7:00 AM - 11:00 PM, Mon: 7:00 AM - 11:00 PM, Tue: 7:00 AM - 11:00 PM, Wed: 7:00 AM - 11:00 PM, Thu: 7:00 AM - 11:00 PM, Fri: 7:00 AM - 11:00 PM, Sat: 7:00 AM - 11:00 PM",nan,nan,nan,nan,nan,nan,"Nhà Hàng chuyên Pizza nướng củi , những món ăn truyền thống nước Ý",nan,nan,nan,"Breakfast, Lunch, Dinner",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Seating, Street Parking, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Accepts Credit Cards, Dog Friendly, Family style, Sports bars",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/99/32/61/napoli-beef-steak.jpg?w=800&h=500&s=1
Hải Phòng,Nuong Zozo,https://www.tripadvisor.com/Restaurant_Review-g303944-d20032473-Reviews-Nuong_Zozo-Hai_Phong.html,"12 Ho Sen Ho Nam, Le Chan, Hai Phong 180000 Vietnam",nan,+84 90 609 58 92,nan,nan,"Sun: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Mon: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Tue: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Wed: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Thu: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Fri: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Sat: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM",nan,nan,nan,nan,nan,nan,"The pioneer restaurant in the field of hotpot grilled in the port city, over the years ZoZo always strives to improve the quality of products and services to give customers the best experience. Coming to ZoZo, you will enjoy the marinated beef cubes that fit well, various kinds of seafood such as shrimp, squid, salmon, lentils ... and many special side dishes such as salat, sushi ...",6.0,12.0,nan,"Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/9c/64/getlstd-property-photo.jpg?w=900&h=500&s=1
Hải Phòng,Nướng Zozo,https://www.tripadvisor.com/Restaurant_Review-g303944-d20032574-Reviews-Nu_ng_Zozo-Hai_Phong.html,"53 Lương Khánh Thiện Lương Khá Thien, Ngô Quyền, Hai Phong 180000 Vietnam",https://www.facebook.com/zozo53luongkhanhthien/?ref=page_internal,+84 93 672 95 89,nan,nan,"Sun: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Mon: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Tue: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Wed: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Thu: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Fri: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM, Sat: 10:00 AM - 2:30 PM4:30 PM - 10:45 PM",nan,nan,nan,nan,nan,nan,"The pioneer restaurant in the field of hotpot grilled in the port city, over the years ZoZo always strives to improve the quality of products and services to give customers the best experience. Coming to ZoZo, you will enjoy the marinated beef cubes that fit well, various kinds of seafood such as shrimp, squid, salmon, lentils ... and many special side dishes such as salat, sushi ...",6.0,12.0,nan,"Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c4/9f/38/getlstd-property-photo.jpg?w=900&h=500&s=1
Hải Phòng,Buzz Pub - Văn Cao - Hải Phòng,https://www.tripadvisor.com/Restaurant_Review-g303944-d27539928-Reviews-Buzz_Pub_Van_Cao_H_i_Phong-Hai_Phong.html,"335 Văn Cao, Đằng Lâm, Hải An, Hải Phòng, Hai Phong Vietnam",nan,+84 93 436 68 86,buzzpub16@gmail.com,#106 of 257 Restaurants in Hai Phong,"Sun: 6:00 PM - 4:00 AM, Mon: 6:00 PM - 4:00 AM, Tue: 6:00 PM - 4:00 AM, Wed: 6:00 PM - 4:00 AM, Thu: 6:00 PM - 4:00 AM, Fri: 6:00 PM - 4:00 AM, Sat: 6:00 PM - 4:00 AM",5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,Dinner,nan,nan,nan
Hải Phòng,Sunshine BBQ,https://www.tripadvisor.com/Restaurant_Review-g303944-d18340665-Reviews-Sunshine_BBQ-Hai_Phong.html,"66 Mac Quyet Anh Dung, Duong Kinh, Hai Phong 180000 Vietnam",https://www.facebook.com/Sunshine-BBQ-%E7%84%BC%E8%82%89%E3%82%B5%E3%83%B3%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%B3-2359778267376713/,+(84)0788216266,sunshinehaiphong2018@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,"The restaurant specializes in Japanese dishes as sushi, sashimi. Beside, the restaurant supply obento delivery every day, get organized party",3.0,22.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/a0/67/0c/getlstd-property-photo.jpg?w=900&h=500&s=1
Hải Phòng,Bia Gia Ban,https://www.tripadvisor.com/Restaurant_Review-g303944-d19899973-Reviews-Bia_Gia_Ban-Hai_Phong.html,"518 Hoang Minh Thao Du Hang Kenh, Le Chan, Hai Phong Vietnam",https://www.facebook.com/BIAGIABAN/,+84 93 675 83 33,nan,nan,nan,nan,nan,nan,nan,nan,nan,"BIA GIA BAN with Bia Gia Ban's fresh beer with great coldness, unique flavor and is the pioneer to bring the Tay Bac's specialty dishes to HAI PHONG. Cool, comfortable space, delicious food, the Tay Bac's specialty dishes, an attractive destination for beer and specialty dishes",3.0,12.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9b/1b/92/getlstd-property-photo.jpg?w=900&h=500&s=1
Hải Phòng,Hai San Pho Cang,https://www.tripadvisor.com/Restaurant_Review-g17181720-d18313811-Reviews-Hai_San_Pho_Cang-Hong_Bang_Hai_Phong.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,Nhà Hàng Việt Hải,https://www.tripadvisor.com/Restaurant_Review-g303944-d25288847-Reviews-Nha_Hang_Vi_t_H_i-Hai_Phong.html,"209 Núi Ngọc, Thị Trấn Cát Bà, Hai Phong Vietnam",nan,+84 98 441 21 05,phamuy12012022@gmail.com,#108 of 257 Restaurants in Hai Phong,"Sun: 7:00 AM - 10:00 PM, Mon: 7:00 AM - 10:00 PM, Tue: 7:00 AM - 10:00 PM, Wed: 7:00 AM - 10:00 PM, Thu: 7:00 AM - 10:00 PM, Fri: 7:00 AM - 10:00 PM, Sat: 7:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Drinks",nan,"Delivery, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Television, Serves Alcohol, Wine and Beer, Cash Only, Free Wifi, BYOB, Family style",nan
Hải Phòng,Texgrill Waterfront,https://www.tripadvisor.com/Restaurant_Review-g26440555-d27702612-Reviews-Texgrill_Waterfront-Le_Chan_Hai_Phong.html,"No. 2, Street 5 KĐT Waterfront, Le Chan, Hai Phong Vietnam",nan,+84 225 3636 088,nan,nan,"Sun: 8:00 AM - 10:30 PM, Mon: 8:00 AM - 10:30 PM, Tue: 8:00 AM - 10:30 PM, Wed: 8:00 AM - 10:30 PM, Thu: 8:00 AM - 10:30 PM, Fri: 8:00 AM - 10:30 PM, Sat: 8:00 AM - 10:30 PM",nan,nan,nan,nan,nan,nan,"Just as promised, you don't need to take a long flight to still be able to come to the magnificent land of Europe. A miniature Europe right in the heart of Hai Phong city is presented with classic architecture and traditional brown-red tones, exuding sophistication that attracts diners at first sight. In each space, you can clearly feel the European architectural style. It is a bar with the finest bottles of wine in the world; It is a menu system designed to be both unique and strange for those who want to discover the ""unmistakable European standard"" flavors of wonderfully attractive dishes. In addition to bringing to Vietnam the unique features of European cuisine, Texgrill is also an ideal destination for extremely romantic parties for couples, birthday parties, festivals, and holidays for families. family, colleagues, friends, a place of communication for domestic and foreign guests... with professional and thoughtful service.",2.0,40.0,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks",nan,"Delivery, Takeout, Reservations, Buffet, Seating, Street Parking, Television, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Family style",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/0c/2c/d8/each-dish-at-the-restaurant.jpg?w=900&h=500&s=1
Hải Phòng,Nướng ZOZO - Grill Bar & Kitchen,https://www.tripadvisor.com/Restaurant_Review-g303944-d23852490-Reviews-Nu_ng_ZOZO_Grill_Bar_Kitchen-Hai_Phong.html,"Số 103 đường Tam bạc, Hai Phong Vietnam",nan,+84 795 330 861,namvh120295@gmail.com,nan,"Sun: 12:00 AM - 11:59 PM, Mon: 12:00 AM - 11:59 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Late Night",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Valet Parking, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Live Music, Family style",nan
Hải Phòng,The Vulpesfood,https://www.tripadvisor.com/Restaurant_Review-g303944-d14176388-Reviews-The_Vulpesfood-Hai_Phong.html,"6 Hai Ba Trung An Bien, Le Chan, Hai Phong 180000 Vietnam",http://www.facebook.com/vulpesfood,+84 94 838 77 69,vulpesfood@gmail.com,#178 of 257 Restaurants in Hai Phong,"Sun: 5:00 PM - 10:00 PM, Mon: 5:00 PM - 10:00 PM, Tue: 5:00 PM - 10:00 PM, Wed: 5:00 PM - 10:00 PM, Thu: 5:00 PM - 10:00 PM, Fri: 5:00 PM - 10:00 PM, Sat: 5:00 PM - 10:00 PM",nan,nan,nan,nan,nan,nan,"The vulpesfood steakhouse is where you can taste many kinds of beefsteak, Western foods; and specially our restaurant get the perfect Australia beef. The only place in Haiphong where have a new module like us",0.0,1.0,nan,Dinner,nan,"Reservations, Outdoor Seating, Street Parking, Free off-street parking, Wine and Beer, Free Wifi",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/d3/44/5f/beefsteak.jpg?w=900&h=500&s=1
Hải Phòng,Mộc - Healthy,https://www.tripadvisor.com/Restaurant_Review-g303944-d19728456-Reviews-M_c_Healthy-Hai_Phong.html,"01-05 A, 01 Lê Thánh Tông Phú Gia 1, Hai Phong 180000 Vietnam",http://www.facebook.com/NihonEki-C%C6%A1m-Nh%E1%BA%ADt-B%E1%BA%A3n-101474341297203/,+84 78 924 3986,mochealthy@gmail.com,#104 of 257 Restaurants in Hai Phong,nan,5.0,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e3/6e/ed/nihon-eki-com-nh-t-b.jpg?w=800&h=500&s=1
Hải Phòng,Nhà Hàng Hải Yến,https://www.tripadvisor.com/Restaurant_Review-g737051-d25570576-Reviews-Nha_Hang_H_i_Y_n-Cat_Ba_Hai_Phong.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,Vuon Bia 25,https://www.tripadvisor.com/Restaurant_Review-g17181720-d18114660-Reviews-Vuon_Bia_25-Hong_Bang_Hai_Phong.html,"25 Minh Khai, Hong Bang, Hai Phong 180000 Vietnam",http://www.facebook.com/garden25minhkhai/,+84 70 4137 888,nan,nan,nan,nan,nan,nan,nan,nan,nan,"We serve a variety of beers, barbeque and Viet Nam foods",3.0,10.0,nan,"Lunch, Dinner, Drinks",nan,"Takeout, Outdoor Seating, Seating, Parking Available, Validated Parking, Television, Serves Alcohol, Wine and Beer, Free Wifi, Dog Friendly",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c9/87/d6/variety-of-beer.jpg?w=900&h=500&s=1
Hải Phòng,Cat Ba Xanh Hill Cafe,https://www.tripadvisor.com/Restaurant_Review-g26785533-d27525676-Reviews-Cat_Ba_Xanh_Hill_Cafe-Cat_Ba_Town_Cat_Ba_Hai_Phong.html,Email,nan,nan,springgarden.catbaxanhhotel@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,The Lounge,https://www.tripadvisor.com/Restaurant_Review-g303944-d20976864-Reviews-The_Lounge-Hai_Phong.html,"No. 1, Road. 1, Waterfront City, Vinh Niem Ward, Le Chan District, Hai Phong Vietnam",https://www.hotelnikkohaiphong.com.vn/dining/the-lounge,+84 225 3265 666,info@hotelnikkohaiphong.com.vn,nan,"Sun: 7:00 AM - 10:00 PM, Mon: 7:00 AM - 10:00 PM, Tue: 7:00 AM - 10:00 PM, Wed: 7:00 AM - 10:00 PM, Thu: 7:00 AM - 10:00 PM, Fri: 7:00 AM - 10:00 PM, Sat: 7:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,"Adjacent to Hotel Nikko Hai Phong's lobby, The Lounge is the perfect place for business meeting or relaxing, depending on the need at the time with a wide variety of coffees, signature cocktails, fine wines and premium drinks. Guests either may enjoy a tea-set including delicious tea cup, mouth-watering snacks and delicious cakes from the cake shop with the extensive view of the hotel's pool.",2.0,70.0,nan,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Live Music, BYOB, Playgrounds, Family style, Gift Cards Available",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/a7/d0/a4/affording-a-stunning.jpg?w=900&h=500&s=1
Hải Phòng,Cafe 3D Racer,https://www.tripadvisor.com/Restaurant_Review-g303944-d11998013-Reviews-Cafe_3D_Racer-Hai_Phong.html,"310 Le Duan Bac Son Ward, Kien An District, Hai Phong Vietnam",nan,+84 98 436 66 68,nan,#165 of 257 Restaurants in Hai Phong,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,Royal tea - restaurant,https://www.tripadvisor.com/Restaurant_Review-g737051-d26766761-Reviews-Royal_tea_restaurant-Cat_Ba_Hai_Phong.html,"310 Le Duan Bac Son Ward, Kien An District, Hai Phong Vietnam",nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/98/f4/e5/d-an-ngon-gia-c-h-p-li.jpg?w=900&h=500&s=1
Hải Phòng,Nacha Hotpot,https://www.tripadvisor.com/Restaurant_Review-g303944-d15292984-Reviews-Nacha_Hotpot-Hai_Phong.html,"99 Hoang Minh Thao, Hai Phong 180000 Vietnam",nan,+84 94 562 49 53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,Cat Bi Restaurant,https://www.tripadvisor.com/Restaurant_Review-g303944-d13128385-Reviews-Cat_Bi_Restaurant-Hai_Phong.html,"1 Le Hong Phong 4th floor, Cat Bi Plaza, Hai Phong Vietnam",nan,+84 225 3628 555,nan,#161 of 257 Restaurants in Hai Phong,nan,4.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Hải Phòng,Monvie Restaurant,https://www.tripadvisor.com/Restaurant_Review-g303944-d19115856-Reviews-Monvie_Restaurant-Hai_Phong.html,"5/3B Le Hong Phong Dong Khe, Ngo Quyen, Hai Phong 180000 Vietnam",http://monvie.com.vn,+84 93 675 19 22,monvie.restaurant@gmail.com,#175 of 257 Restaurants in Hai Phong,"Sun: 7:00 AM - 10:30 PM, Mon: 7:00 AM - 10:30 PM, Tue: 7:00 AM - 10:30 PM, Wed: 7:00 AM - 10:30 PM, Thu: 7:00 AM - 10:30 PM, Fri: 7:00 AM - 10:30 PM, Sat: 7:00 AM - 10:30 PM",2.0,nan,nan,nan,nan,1 review,Wellcome to Monvie restaurant,10.0,12.0,nan,"Breakfast, Lunch, Dinner, Drinks",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/a5/e7/d6/dem-l-i-tr-i-nghi-m-m.jpg?w=900&h=500&s=1
